"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"Kuwait","443","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value",,"2.90141774","3.27619353","2.94733576","1.55955700","0.55637982","1.09184803","2.10172955","3.42362948","3.98064962","3.43215669",
"Azerbaijan","912","Non-Oil real GDP growth, constant prices, percent change","NGDPXO_R_PCH_PT","Value","9.90570253","6.62046118","1.13001498","-4.50000000","2.67576740","1.76991145","3.50000000","-2.60000000","7.20000000","9.05828575","4.20000000",
"MENA","441","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","34.75424598","31.23471728","25.36030713","23.15177446","24.74412851","28.65197093","28.87049095","26.00228128","27.55497716","30.51000627","29.15522954",
"Libya","672","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","116516962020.31200000","86487272244.49200400","71062109736.80920400","63183745646.68129000","71263052390.09060700","77585263242.32170100","75969055809.17750500","69362865613.45689400","77719975805.80160500","82004093431.57749900","84446033833.68060300",
"Armenia","911","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","40.85631502","43.68925508","48.70167975","56.74858445","58.93770497","55.65474004","53.67304417","67.36196881","63.43439547","49.24656955","47.93848074",
"Saudi Arabia","456","Non-oil revenue, Gen govt, in percent of Non-oil GDP","GGRXO_GDPXO_PT","Value","7.75961305","7.66670738","9.11088059","9.90092733","9.65415147","14.69138705","15.87201016","18.21430406","18.92621828","18.05852184","18.88834224",
"MENAP","440","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","25.41023906","25.92129669","32.02821333","36.48154256","39.80737145","41.88927816","49.87040447","61.34567615","54.14117354","47.21792002","45.49321372",
"Turkmenistan","925","Non-oil revenue, Gen govt, in percent of Non-oil GDP","GGRXO_GDPXO_PT","Value","10.73668092","11.39158430","11.73725100","8.72443987","10.74479829","8.82592694","8.54202094","8.77264705","8.91542768","9.25183739","8.94463828",
"CCA","949","Balance on Current Account, US Dollars","BCA_USD","Value","10331726280.94450000","1042057828.59223010","-20503858763.44710200","-20819727658.13990000","-7180535176.30205920","-368501476.14891601","-7810167992.17393880","-14615790995.75909800","2616111685.98328020","31535362820.37810100","2497417085.06897020",
"West Bank and Gaza","487","Imports of goods and services, billions of US dollars","BM_USD","Value","6845900000.00000000","7263000000.00000000","7645400000.00000000","7871500000.00000000","8503400000.00000000","9023700000.00000000","9161200000.00000000","8065200000.00000000","10094100000.00000000","12874100000.00000000","13099481455.40770000",
"Egypt","469","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","15.48786611","14.69154200","14.22767788","17.29048834","39.18694354","35.56988107","32.44423387","32.42092282","32.47586597","37.31970558","45.96088318",
"GCC","450","Exports of goods and services, billions of US dollars","BX_USD","Value","1139942673562.42990000","1096071988461.37010000","796747518968.16504000","740912122747.54797000","834787510707.13501000","981718122739.30310000","928393213730.41101000","713547001955.36902000","975728198675.97510000","1341829413784.83010000","1213456558627.24000000",
"Kuwait","443","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","71.92426638","65.78260176","58.90561645","54.85646035","53.79691392","58.31408220","55.24806867","54.83609885","54.35341648","60.94097967","65.55226826",
"Qatar","453","Broad money, percent change","FMB_PCH_PT","Value","19.59350837","10.60097170","3.44386581","-4.57151992","21.26111876","-6.51782742","2.48145933","3.78603173","1.43581162","17.41681369","4.04530436",
"Lebanon","446","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","46880265339.96680500","48095522388.05970000","49929021558.87229900","51147595356.55059800","53027529021.55889900","54901492537.31340000","50879584706.33730300","24494497056.56520100","20475964162.67649800","21780266302.47610100",,
"MENA","441","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","9.06489554","6.28414057","5.66400739","5.70783652","7.22187246","11.26150080","7.99149715","10.84112707","13.96919949","14.44238570","17.48149602",
"MENAP","440","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","9.20906580","5.23623108","-3.77657657","-3.81288241","-0.91495108","3.16388097","0.68376067","-3.33400270","3.65057057","8.88687294","4.67483714",
"Kyrgyz Republic","917","Exports of goods and services, billions of US dollars","BX_USD","Value","3891716005.61884020","3383207382.35998010","2472192876.28564980","2448924513.72609000","2637636510.71963980","2745911207.00000000","3125559258.00000000","2444059602.38534020","3301002251.06867030","3561718533.15766950","7514912551.73618030",
"Kazakhstan","916","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","1452685.82864384","1401692.60363014","1306473.61432192","1277549.48747260","1411958.29358219","1434344.23884247","1438535.42062931","1450363.29987596","1350150.00000000","1339742.46575342","1438356.16438356",
"Kazakhstan","916","Balance on Current Account, US Dollars","BCA_USD","Value","4527300000.00000950","-2852800000.00000000","-9979400000.00000000","-6964600000.00000000","-3426400000.00000000","-1765600000.00000000","-7028200000.00000000","-10961500000.00000000","-2558800000.00000000","7816300000.00000000","-3933376387.13838010",
"Jordan","439","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","34503100066.00000000","36899691505.19999700","38641500278.80000300","39948907636.80000300","41667204375.59999800","43432102052.00000000","44565856037.19999700","43641467765.59999800","45180046239.59999800","47518513446.40000200","50021598660.70249200",
"Iraq","433","Exports of goods and services, billions of US dollars","BX_USD","Value","93065623063.58000200","97024533471.51318400","61537701693.45680200","55532296542.74939700","74027817131.33009300","98356603914.38819900","97011699637.66578700","54002328325.06430800","93881651719.60319500","142878562503.58499000","109788027041.60800000",
"MENA","441","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","1489871946759.74020000","1464419496230.71000000","1293500747027.43990000","1150306122104.78000000","1105912954341.87010000","1152740151024.70000000","1052795394478.30000000","973421913516.60706000","1024159852369.68020000","1079880143806.29000000","1109936279792.34010000",
"MENA","441","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","10.06217562","5.74558804","-4.11512157","-4.12680987","-0.66530430","4.07597901","1.12247469","-3.64594455","4.13699388","10.20641969","5.16059907",
"Algeria","612","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","3.25484989","2.91692692","4.78444701","6.39769480","5.59111591","4.26999020","1.95176821","2.41513094","7.22606307","9.26735559","8.95501364",
"GCC","450","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","28.52523321","30.15004820","40.93910562","48.75497485","49.75578839","49.19229267","57.32382801","76.07042685","68.92038749","52.86354896","55.05878609",
"Armenia","911","Balance on Current Account, US Dollars","BCA_USD","Value","-811500000.00000095","-899770000.00000000","-280870000.00000000","-100910000.00000000","-145340000.00000000","-900500000.00000095","-961089999.99999905","-505370000.00000000","-482959999.99999899","151040000.00000000","-333195221.63990402",
"United Arab Emirates","466","Balance on Current Account, US Dollars","BCA_USD","Value","73212633682.77740500","54491143635.12599200","17550895166.78020100","13200135884.59330000","27500162537.78379800","41242397587.47450300","37320626276.37850200","21102791014.29550200","47950987066.03129600","59547055989.34420800","41566932301.82879600",
"CCA","949","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","26.33666653","25.75529978","20.97225248","20.84363469","21.82095691","23.53845640","23.06267804","20.63794883","20.94277545","23.92859950","23.58877427",
"Kazakhstan","916","Exports of goods and services, billions of US dollars","BX_USD","Value","93669800000.00000000","77108900000.00000000","47824900000.00000000","43106100000.00000000","55974300000.00000000","66345300000.00000000","67295800000.00000000","49273400000.00000000","71677400000.00000000","93340700000.00000000","86631508613.01139800",
"Kyrgyz Republic","917","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","32.01918848","32.95432425","33.40453911","31.05927136","30.74836562","30.80799725","28.68620065","27.14851832","29.61562488","34.49590709","31.49382635",
"Kuwait","443","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","32245148272.80779600","32278037226.77600100","28333822617.87010200","31172794502.69479800","33618086435.90589900","37172000000.00000000","39910000000.00000000","48259000000.00000000","45061264822.13439900","46353005406.18149600","54487946848.49839800",
"Iraq","433","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","1.14255618","2.60229900","-6.95178852","-7.93460123","-5.30920850","3.89097170","-0.72157390","-14.99028986","6.87327842","17.25040335","-1.93897989",
"Kazakhstan","916","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","64.01992990","72.20977879","127.04477386","116.03032602","102.35508006","99.64371372","87.46261742","97.64899514","84.38662157","71.80121829","63.39186526",
"Iraq","433","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","77533558505.93269300","66323746192.03769700","54093232750.34800000","45493803944.95159900","49398863426.45491000","64719420964.08158900","68017645525.73190300","54415463039.24289700","64222339378.54921000","97014021078.32310500","93694596995.16610700",
"Uzbekistan","927","Balance on Current Account, US Dollars","BCA_USD","Value","1315757465.84979010","2075922849.65695000","895641719.20477509","213236293.90982699","1477884038.18871000","-3593173923.58667950","-3371224441.87500050","-3027884732.25607060","-4894552727.57157040","-618028134.89664900","-3859713765.99757000",
"MENA","441","Balance on Current Account, US Dollars","BCA_USD","Value","328878742665.50201000","192570178719.65900000","-121715745461.22899000","-122402759281.16902000","-20154701495.99010100","128739492202.22600000","34665911660.29640200","-99166782812.66999800","132179782732.59901000","392744401378.33606000","194532606914.04404000",
"Afghanistan","512","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.68252489","2.69702247","0.98758812","2.16409566","2.64700320","1.18922813","3.91160342","-2.35110067","-20.73714562",,,
"Mauritania","682","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","4.15081317","4.27482329","5.37633924","1.26090922","6.27054568","4.77260412","5.42913930","-0.93818143","2.44504053","6.46138872","4.54055008",
"Morocco","686","Balance on Current Account, US Dollars","BCA_USD","Value","-7868403923.79677960","-6568818505.34346960","-2165449182.55213020","-4184522079.70502000","-3749650011.98438980","-6218523662.16570000","-4410727289.78120040","-1414837950.33355000","-3329593724.55009980","-4622042158.35169980","-4515729672.84912970",
"Oman","449","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","15951245244.09860000","16324816601.05829800","17544519691.99829900","20262461371.26499900","16089413752.59460100","17388546511.54700100","16662312114.99259900","15007989489.93020200","19731396433.00529900","17621191461.45280100","20185461267.22930100",
"Turkmenistan","925","Exports of goods and services, billions of US dollars","BX_USD","Value","19602989612.59849900","20189275627.80889900","12719290421.53480000","8134358807.78563120","9455440613.15967940","11611366817.09770000","11613606433.13150000","7893240000.00000860","10819000000.00000000","15177238968.73399700","14395270152.67799800",
"Mauritania","682","Imports of goods and services, billions of US dollars","BM_USD","Value","4044136146.43601990","3545349123.02961020","2588748094.31009010","2505448658.92902990","2849892660.11944010","3283931681.29569010","3682939115.86599020","3674599950.21168950","4336628006.14132020","6072219394.56721020","5378516651.74452020",
"Iran, Islamic Republic of","429","Balance on Current Account, US Dollars","BCA_USD","Value","25103999999.99990100","13572000000.00000000","1234999999.99997000","13236000000.00000000","14915000000.00000000","26242000000.00000000","-1650999999.99997000","-706999999.99996400","11145000000.00000000","14433000000.00000000","12594473432.21450000",
"Tunisia","744","Exports of goods and services, billions of US dollars","BX_USD","Value","22081046287.98560000","21693453631.52629900","17546239645.19670100","16988277338.96120100","17669890770.05220000","19503805254.01100200","19262158155.70209900","16060985800.30340000","19814557686.80210100","23264706002.38420100","24837619349.69520200",
